94,111,94,Yes
94,110,93,Yes
96,113,94,Yes
92,107,89,Yes
90,105,87,Yes
90,105,87,Yes
86,102,84,Yes
77,93,76,Yes
98,117,96,Yes
98,116,96,Yes
97,115,94,Yes
96,114,92,Yes
91,107,87,Yes
85,101,81,Yes
79,95,76,Yes
74,91,73,Yes
108,120,101,Yes
103,115,95,Yes
95,106,87,Yes
92,104,83,Yes
89,102,81,Yes
87,101,80,Yes
88,102,81,Yes
92,107,85,Yes
91,108,86,Yes
89,107,85,Yes
86,104,82,Yes
83,101,80,Yes
83,101,80,Yes
83,100,79,Yes
80,97,76,Yes
79,96,75,Yes
81,97,77,Yes
78,94,74,Yes
72,90,70,Yes
70,87,68,Yes
94,105,85,Yes
88,99,80,Yes
83,94,75,Yes
82,93,74,Yes
81,93,73,Yes
77,90,70,Yes
75,89,69,Yes
76,91,70,Yes
75,91,71,Yes
75,92,71,Yes
73,90,69,Yes
73,90,69,Yes
71,87,67,Yes
70,86,66,Yes
68,85,65,Yes
70,86,67,Yes
73,90,70,Yes
74,90,70,Yes
68,85,66,Yes
68,85,66,Yes
85,92,79,Yes
85,92,79,Yes
82,89,77,Yes
84,91,79,Yes
85,91,78,Yes
87,94,79,Yes
87,93,78,Yes
85,90,75,Yes
83,89,73,Yes
82,87,71,Yes
82,89,72,Yes
81,89,71,Yes
87,97,79,Yes
88,98,80,Yes
76,87,69,Yes
71,83,64,Yes
72,84,65,Yes
72,82,64,Yes
71,81,63,Yes
72,83,64,Yes
70,83,63,Yes
68,82,63,Yes
69,84,64,Yes
68,83,63,Yes
69,84,64,Yes
68,82,63,Yes
65,79,61,Yes
65,81,62,Yes
65,81,62,Yes
66,82,64,Yes
70,85,67,Yes
69,85,67,Yes
65,81,63,Yes
65,83,64,Yes
89,96,82,Yes
87,94,80,Yes
87,92,79,Yes
85,89,77,Yes
84,88,75,Yes
85,88,74,Yes
85,88,73,Yes
85,86,71,Yes
85,87,71,Yes
83,86,70,Yes
81,85,69,Yes
83,90,72,Yes
84,93,75,Yes
77,86,69,Yes
70,81,63,Yes
70,79,63,Yes
76,85,67,Yes
69,77,61,Yes
69,77,61,Yes
71,81,63,Yes
70,79,63,Yes
68,78,62,Yes
66,77,61,Yes
65,77,61,Yes
66,78,61,Yes
66,77,60,Yes
66,78,61,Yes
68,82,64,Yes
69,85,66,Yes
65,81,63,Yes
67,83,65,Yes
65,82,64,Yes
64,79,62,Yes
64,78,63,Yes
63,75,65,Yes
71,83,72,Yes
73,86,74,Yes
74,86,74,Yes
79,90,77,Yes
87,97,84,Yes
92,100,86,Yes
89,96,82,Yes
89,95,81,Yes
88,92,78,Yes
88,91,78,Yes
85,88,75,Yes
82,85,72,Yes
83,85,72,Yes
82,83,71,Yes
83,83,70,Yes
85,84,71,Yes
89,88,74,Yes
91,89,75,Yes
89,87,72,Yes
89,87,72,Yes
86,86,70,Yes
85,89,72,Yes
87,93,76,Yes
82,90,73,Yes
76,84,68,Yes
73,83,65,Yes
74,83,66,Yes
76,84,67,Yes
72,78,63,Yes
73,81,64,Yes
76,84,68,Yes
74,83,67,Yes
71,81,65,Yes
67,77,62,Yes
65,76,61,Yes
65,75,60,Yes
65,75,60,Yes
69,79,63,Yes
71,84,66,Yes
70,84,67,Yes
65,78,62,Yes
70,85,67,Yes
65,81,63,Yes
63,77,61,Yes
62,77,61,Yes
76,87,75,Yes
91,101,87,Yes
86,95,82,Yes
85,93,80,Yes
85,92,79,Yes
85,90,77,Yes
83,86,74,Yes
83,86,73,Yes
83,86,73,Yes
84,84,72,Yes
84,84,72,Yes
83,83,70,Yes
85,85,72,Yes
85,83,70,Yes
85,82,69,Yes
85,82,69,Yes
89,85,72,Yes
92,87,74,Yes
93,88,74,Yes
92,86,72,Yes
91,86,72,Yes
87,86,70,Yes
89,90,74,Yes
89,95,78,Yes
76,84,68,Yes
72,81,65,Yes
75,83,67,Yes
78,85,69,Yes
79,85,69,Yes
78,83,67,Yes
78,83,68,Yes
79,86,70,Yes
74,81,66,Yes
71,79,65,Yes
68,76,62,Yes
66,75,61,Yes
67,75,61,Yes
66,75,61,Yes
68,77,62,Yes
70,81,65,Yes
70,83,66,Yes
68,81,65,Yes
74,88,71,Yes
68,83,66,Yes
65,81,64,Yes
63,77,62,Yes
49,60,53,Yes
52,63,56,Yes
73,85,76,Yes
72,84,75,Yes
63,74,65,Yes
61,70,62,Yes
61,70,61,Yes
66,74,64,Yes
79,87,75,Yes
83,89,76,Yes
74,78,67,Yes
80,84,72,Yes
81,84,72,Yes
79,81,69,Yes
81,81,69,Yes
82,81,69,Yes
83,82,70,Yes
85,82,71,Yes
87,85,72,Yes
89,86,73,Yes
89,86,73,Yes
89,85,72,Yes
91,85,72,Yes
91,84,71,Yes
94,86,73,Yes
98,90,76,Yes
96,88,75,Yes
95,87,74,Yes
92,86,72,Yes
87,84,69,Yes
85,88,72,Yes
85,91,75,Yes
72,79,65,Yes
70,77,63,Yes
76,82,67,Yes
79,84,69,Yes
78,83,67,Yes
77,81,66,Yes
78,82,68,Yes
77,82,68,Yes
72,78,65,Yes
71,77,64,Yes
68,74,62,Yes
70,78,65,Yes
69,76,63,Yes
70,77,64,Yes
71,79,65,Yes
70,81,65,Yes
69,79,64,Yes
69,81,65,Yes
70,84,68,Yes
66,79,64,Yes
63,77,63,Yes
61,76,61,Yes
63,75,67,Yes
68,79,70,Yes
75,87,77,Yes
67,77,68,Yes
66,75,67,Yes
77,86,75,Yes
79,86,75,Yes
78,82,72,Yes
78,81,70,Yes
77,78,68,Yes
76,75,65,Yes
79,78,67,Yes
82,79,69,Yes
81,78,68,Yes
82,78,68,Yes
83,79,69,Yes
88,84,72,Yes
89,85,73,Yes
89,84,72,Yes
90,85,72,Yes
92,85,73,Yes
92,85,73,Yes
92,85,72,Yes
96,87,74,Yes
98,88,76,Yes
100,90,78,Yes
98,88,76,Yes
96,88,75,Yes
92,85,73,Yes
88,85,71,Yes
83,85,71,Yes
77,84,69,Yes
68,76,63,Yes
70,77,64,Yes
72,78,65,Yes
76,82,67,Yes
72,76,63,Yes
74,78,64,Yes
75,79,65,Yes
75,81,66,Yes
74,79,66,Yes
74,81,67,Yes
72,79,66,Yes
72,81,67,Yes
69,76,64,Yes
70,78,64,Yes
73,82,67,Yes
70,79,65,Yes
68,77,63,Yes
70,82,66,Yes
71,84,68,Yes
69,83,67,Yes
67,81,66,Yes
65,79,65,Yes
77,89,80,Yes
68,81,71,Yes
63,73,65,Yes
66,75,66,Yes
77,85,75,Yes
85,91,81,Yes
77,81,71,Yes
78,78,69,Yes
79,77,67,Yes
80,76,67,Yes
82,77,67,Yes
84,78,68,Yes
86,81,70,Yes
86,79,70,Yes
85,78,69,Yes
89,84,72,Yes
92,85,74,Yes
89,83,71,Yes
90,84,72,Yes
92,84,73,Yes
94,85,74,Yes
92,83,72,Yes
93,84,72,Yes
97,87,75,Yes
100,90,78,Yes
100,90,78,Yes
98,88,76,Yes
97,88,76,Yes
92,86,74,Yes
87,84,71,Yes
77,79,67,Yes
69,76,63,Yes
67,76,63,Yes
69,77,64,Yes
72,77,65,Yes
75,81,67,Yes
73,76,64,Yes
74,77,64,Yes
76,81,66,Yes
76,81,67,Yes
75,81,67,Yes
73,78,66,Yes
71,77,65,Yes
72,77,66,Yes
72,78,66,Yes
73,81,67,Yes
73,82,67,Yes
72,81,66,Yes
70,79,65,Yes
72,83,68,Yes
71,84,68,Yes
69,84,67,Yes
68,82,66,Yes
66,81,66,Yes
72,84,75,Yes
61,72,63,Yes
57,66,58,Yes
69,77,68,Yes
79,85,75,Yes
76,79,70,Yes
74,74,66,Yes
79,75,67,Yes
82,77,68,Yes
86,78,69,Yes
89,81,70,Yes
89,81,70,Yes
89,82,72,Yes
89,81,71,Yes
89,81,71,Yes
90,83,73,Yes
91,84,73,Yes
89,83,71,Yes
92,84,72,Yes
92,84,72,Yes
94,84,73,Yes
92,83,72,Yes
94,84,73,Yes
98,88,77,Yes
99,89,77,Yes
96,86,75,Yes
95,84,74,Yes
95,86,75,Yes
94,87,75,Yes
85,83,71,Yes
76,78,67,Yes
74,82,68,Yes
68,78,65,Yes
68,76,65,Yes
70,75,64,Yes
72,76,64,Yes
73,76,65,Yes
74,77,65,Yes
76,79,67,Yes
76,81,67,Yes
77,82,69,Yes
73,78,66,Yes
72,77,65,Yes
70,76,64,Yes
71,77,65,Yes
72,79,66,Yes
74,81,68,Yes
73,82,67,Yes
72,82,67,Yes
70,82,66,Yes
71,83,68,Yes
70,84,68,Yes
68,83,67,Yes
65,81,66,Yes
69,79,70,Yes
65,75,67,Yes
64,73,64,Yes
76,83,73,Yes
75,81,70,Yes
74,74,66,Yes
77,75,67,Yes
81,76,68,Yes
87,79,71,Yes
91,81,72,Yes
91,81,71,Yes
92,82,73,Yes
88,78,70,Yes
88,78,70,Yes
90,82,72,Yes
90,83,72,Yes
90,83,72,Yes
90,82,72,Yes
91,83,72,Yes
94,84,74,Yes
94,85,74,Yes
96,86,75,Yes
98,87,76,Yes
97,86,76,Yes
97,86,75,Yes
94,83,73,Yes
92,83,72,Yes
93,85,74,Yes
92,86,75,Yes
87,86,73,Yes
81,84,71,Yes
83,91,77,Yes
71,79,68,Yes
69,77,66,Yes
70,76,65,Yes
72,77,65,Yes
73,77,66,Yes
74,77,66,Yes
75,78,66,Yes
74,77,66,Yes
76,81,68,Yes
72,77,65,Yes
74,81,67,Yes
73,78,66,Yes
74,79,67,Yes
73,79,66,Yes
73,81,67,Yes
74,83,68,Yes
71,82,67,Yes
70,82,66,Yes
72,85,70,Yes
72,87,71,Yes
72,87,71,Yes
