65,81,65,Yes
70,78,71,Yes
72,82,73,Yes
72,79,70,Yes
79,85,75,Yes
74,76,69,Yes
72,71,64,Yes
76,73,65,Yes
81,75,67,Yes
87,77,69,Yes
90,78,71,Yes
90,78,70,Yes
92,82,73,Yes
89,81,72,Yes
86,77,69,Yes
90,82,73,Yes
94,86,76,Yes
93,84,75,Yes
90,82,72,Yes
92,83,72,Yes
93,83,73,Yes
94,83,73,Yes
94,83,73,Yes
94,83,73,Yes
93,82,72,Yes
96,85,75,Yes
97,87,77,Yes
96,86,76,Yes
92,84,74,Yes
88,84,72,Yes
83,82,71,Yes
79,82,70,Yes
79,85,73,Yes
69,77,66,Yes
67,74,64,Yes
70,76,65,Yes
71,77,65,Yes
72,77,65,Yes
74,78,66,Yes
74,78,66,Yes
74,78,66,Yes
74,78,66,Yes
73,77,65,Yes
73,77,65,Yes
75,81,67,Yes
76,81,68,Yes
74,81,67,Yes
72,79,66,Yes
71,78,66,Yes
71,82,67,Yes
71,83,68,Yes
72,86,70,Yes
72,87,70,Yes
67,84,67,Yes
64,81,64,Yes
66,75,68,Yes
70,78,70,Yes
73,81,71,Yes
76,81,72,Yes
74,76,68,Yes
72,71,63,Yes
77,73,66,Yes
81,75,67,Yes
86,76,69,Yes
89,78,71,Yes
90,79,72,Yes
91,82,73,Yes
89,79,72,Yes
86,77,70,Yes
89,82,73,Yes
93,85,75,Yes
91,83,73,Yes
87,78,69,Yes
88,78,70,Yes
91,81,71,Yes
93,82,72,Yes
94,83,73,Yes
95,83,73,Yes
96,84,74,Yes
98,86,76,Yes
102,90,80,Yes
98,88,77,Yes
94,86,76,Yes
89,84,73,Yes
85,83,71,Yes
81,84,72,Yes
76,81,70,Yes
70,76,66,Yes
68,75,64,Yes
69,75,64,Yes
70,75,64,Yes
70,75,64,Yes
74,78,66,Yes
76,79,67,Yes
76,79,68,Yes
75,78,67,Yes
73,76,65,Yes
74,78,66,Yes
78,82,69,Yes
76,81,68,Yes
75,79,67,Yes
73,79,66,Yes
72,81,67,Yes
73,83,69,Yes
72,85,69,Yes
72,86,70,Yes
71,87,70,Yes
67,84,67,Yes
65,83,66,Yes
65,73,66,Yes
71,78,71,Yes
75,81,72,Yes
75,79,71,Yes
75,76,68,Yes
76,74,66,Yes
78,74,66,Yes
83,76,69,Yes
86,78,71,Yes
89,79,72,Yes
87,77,70,Yes
84,76,69,Yes
85,76,69,Yes
86,77,71,Yes
88,81,72,Yes
88,81,72,Yes
87,78,70,Yes
88,78,70,Yes
89,81,71,Yes
91,81,71,Yes
96,84,74,Yes
98,87,76,Yes
100,88,77,Yes
99,87,76,Yes
99,87,76,Yes
101,89,78,Yes
100,90,79,Yes
96,88,77,Yes
89,85,74,Yes
86,85,73,Yes
79,81,69,Yes
73,77,66,Yes
70,76,65,Yes
70,76,65,Yes
70,77,65,Yes
72,77,66,Yes
74,78,67,Yes
76,79,67,Yes
79,81,69,Yes
79,82,70,Yes
74,78,66,Yes
73,77,66,Yes
76,79,68,Yes
76,79,68,Yes
75,79,67,Yes
74,79,67,Yes
74,81,67,Yes
71,78,65,Yes
71,82,67,Yes
72,85,69,Yes
72,86,70,Yes
71,87,70,Yes
67,84,67,Yes
68,85,68,Yes
66,74,68,Yes
69,75,68,Yes
75,79,71,Yes
79,82,73,Yes
77,77,70,Yes
76,74,67,Yes
79,75,67,Yes
81,76,68,Yes
83,76,69,Yes
85,77,70,Yes
83,76,69,Yes
85,77,71,Yes
84,76,70,Yes
84,76,70,Yes
85,77,70,Yes
85,77,70,Yes
86,78,70,Yes
88,79,70,Yes
89,81,71,Yes
92,81,71,Yes
96,85,75,Yes
99,87,76,Yes
98,86,75,Yes
102,89,78,Yes
103,90,78,Yes
102,89,78,Yes
100,89,78,Yes
95,86,75,Yes
89,85,73,Yes
86,84,73,Yes
79,81,69,Yes
76,81,69,Yes
72,77,66,Yes
68,74,63,Yes
71,76,65,Yes
74,79,67,Yes
76,81,68,Yes
77,79,68,Yes
79,82,70,Yes
80,83,71,Yes
73,76,66,Yes
75,79,68,Yes
79,82,71,Yes
74,79,67,Yes
74,79,66,Yes
76,79,67,Yes
74,81,66,Yes
71,78,65,Yes
71,82,66,Yes
72,85,69,Yes
71,86,69,Yes
68,85,68,Yes
65,82,65,Yes
67,84,67,Yes
60,68,62,Yes
58,65,58,Yes
73,77,69,Yes
84,87,77,Yes
79,78,70,Yes
76,73,66,Yes
78,75,67,Yes
79,73,66,Yes
81,75,68,Yes
82,76,69,Yes
82,76,69,Yes
85,77,71,Yes
83,76,69,Yes
86,78,71,Yes
85,77,70,Yes
87,79,72,Yes
89,81,72,Yes
91,82,72,Yes
94,84,74,Yes
96,85,75,Yes
100,89,78,Yes
101,89,78,Yes
103,90,79,Yes
104,90,79,Yes
103,90,78,Yes
102,89,77,Yes
98,86,75,Yes
93,84,73,Yes
87,82,71,Yes
85,82,71,Yes
79,81,69,Yes
74,78,67,Yes
72,77,66,Yes
68,74,63,Yes
71,77,65,Yes
74,79,67,Yes
74,77,66,Yes
76,79,67,Yes
79,83,70,Yes
79,82,70,Yes
75,79,68,Yes
75,79,68,Yes
75,79,69,Yes
74,79,68,Yes
76,81,69,Yes
75,81,68,Yes
73,79,66,Yes
72,79,65,Yes
72,82,67,Yes
72,84,69,Yes
70,84,69,Yes
68,84,68,Yes
65,83,66,Yes
64,81,64,Yes
75,79,70,Yes
86,87,78,Yes
77,76,67,Yes
76,74,66,Yes
79,74,66,Yes
79,74,67,Yes
81,76,68,Yes
82,76,69,Yes
84,78,71,Yes
85,79,71,Yes
87,82,73,Yes
92,84,75,Yes
89,82,73,Yes
94,84,76,Yes
94,85,75,Yes
96,86,75,Yes
97,86,76,Yes
100,89,78,Yes
103,90,79,Yes
103,90,79,Yes
102,89,78,Yes
101,88,77,Yes
101,88,76,Yes
100,87,76,Yes
97,85,74,Yes
96,86,75,Yes
92,85,75,Yes
87,83,73,Yes
79,78,68,Yes
74,76,66,Yes
73,79,68,Yes
69,75,64,Yes
71,76,65,Yes
72,78,66,Yes
72,76,65,Yes
75,78,67,Yes
76,79,68,Yes
76,81,69,Yes
76,79,69,Yes
74,78,67,Yes
74,78,67,Yes
73,78,67,Yes
72,77,66,Yes
74,81,67,Yes
73,81,66,Yes
70,77,64,Yes
70,78,65,Yes
67,78,65,Yes
68,81,67,Yes
67,83,68,Yes
65,81,66,Yes
66,81,66,Yes
80,84,73,Yes
84,85,75,Yes
79,77,68,Yes
78,74,66,Yes
80,75,67,Yes
81,76,68,Yes
81,76,68,Yes
83,77,69,Yes
84,78,70,Yes
86,79,71,Yes
88,82,73,Yes
92,84,75,Yes
91,83,73,Yes
93,84,75,Yes
94,84,74,Yes
96,85,75,Yes
97,86,75,Yes
98,87,76,Yes
102,90,79,Yes
104,91,80,Yes
104,91,80,Yes
103,90,78,Yes
100,88,77,Yes
98,86,75,Yes
96,85,74,Yes
95,85,74,Yes
93,85,75,Yes
88,83,73,Yes
81,79,70,Yes
83,86,75,Yes
79,85,73,Yes
70,77,66,Yes
68,73,63,Yes
70,75,64,Yes
72,77,65,Yes
74,77,66,Yes
74,78,67,Yes
76,79,69,Yes
74,78,68,Yes
74,79,69,Yes
73,78,68,Yes
72,77,66,Yes
70,77,65,Yes
71,78,65,Yes
73,81,67,Yes
68,76,63,Yes
70,78,65,Yes
67,78,64,Yes
68,81,67,Yes
67,82,68,Yes
67,82,68,Yes
68,82,68,Yes
81,85,73,Yes
85,85,74,Yes
83,79,70,Yes
81,76,67,Yes
83,76,69,Yes
84,77,70,Yes
83,76,69,Yes
83,76,69,Yes
86,79,71,Yes
89,82,72,Yes
92,84,74,Yes
94,85,76,Yes
94,84,75,Yes
96,86,76,Yes
98,86,77,Yes
98,87,77,Yes
98,87,76,Yes
99,87,77,Yes
101,90,78,Yes
104,91,80,Yes
104,91,80,Yes
104,91,80,Yes
101,89,78,Yes
98,86,75,Yes
98,87,76,Yes
98,87,76,Yes
94,84,74,Yes
89,83,73,Yes
87,86,75,Yes
88,91,80,Yes
78,85,73,Yes
70,77,66,Yes
68,74,64,Yes
70,76,65,Yes
72,77,66,Yes
72,77,66,Yes
73,77,67,Yes
74,78,68,Yes
72,77,67,Yes
75,79,69,Yes
74,79,69,Yes
72,78,67,Yes
72,78,66,Yes
71,78,65,Yes
71,78,65,Yes
69,77,64,Yes
70,79,66,Yes
70,81,67,Yes
67,79,66,Yes
71,84,71,Yes
68,79,67,Yes
68,78,66,Yes
85,88,76,Yes
83,83,72,Yes
83,78,69,Yes
83,77,68,Yes
84,76,69,Yes
85,77,70,Yes
88,81,72,Yes
87,81,72,Yes
89,82,72,Yes
93,84,75,Yes
96,86,77,Yes
96,86,77,Yes
98,86,77,Yes
98,86,77,Yes
99,88,78,Yes
100,89,79,Yes
100,89,78,Yes
101,90,79,Yes
100,89,78,Yes
103,90,80,Yes
101,89,78,Yes
101,89,78,Yes
96,85,74,Yes
97,86,75,Yes
100,90,78,Yes
100,89,78,Yes
94,84,74,Yes
91,84,73,Yes
90,88,78,Yes
89,92,81,Yes
77,84,74,Yes
72,79,69,Yes
68,75,65,Yes
68,75,65,Yes
70,76,66,Yes
71,76,66,Yes
72,76,66,Yes
72,77,67,Yes
72,76,66,Yes
72,76,66,Yes
74,78,68,Yes
70,74,64,Yes
70,76,65,Yes
71,78,65,Yes
69,76,64,Yes
69,76,64,Yes
70,78,66,Yes
70,79,67,Yes
69,79,66,Yes
70,82,69,Yes
69,79,67,Yes
70,79,67,Yes
87,89,77,Yes
81,78,68,Yes
82,76,67,Yes
86,78,70,Yes
88,81,72,Yes
92,83,75,Yes
93,83,75,Yes
92,82,74,Yes
92,83,74,Yes
94,83,74,Yes
97,86,77,Yes
94,83,74,Yes
96,85,76,Yes
96,84,76,Yes
96,85,76,Yes
98,86,77,Yes
96,85,76,Yes
96,85,75,Yes
98,86,77,Yes
100,88,78,Yes
100,88,79,Yes
98,87,78,Yes
96,85,76,Yes
98,88,78,Yes
98,88,78,Yes
97,87,77,Yes
92,83,74,Yes
89,82,73,Yes
89,86,78,Yes
84,86,78,Yes
73,79,72,Yes
67,74,67,Yes
66,73,66,Yes
68,74,66,Yes
70,75,67,Yes
69,74,66,Yes
70,75,66,Yes
72,77,68,Yes
73,77,67,Yes
73,78,68,Yes
73,77,68,Yes
70,74,65,Yes
71,76,66,Yes
70,77,65,Yes
68,74,63,Yes
69,76,64,Yes
71,78,66,Yes
70,78,66,Yes
68,78,65,Yes
68,78,66,Yes
69,79,67,Yes
70,78,67,Yes
85,85,73,Yes
83,78,69,Yes
85,77,69,Yes
93,84,75,Yes
90,81,73,Yes
94,83,76,Yes
92,83,74,Yes
93,82,74,Yes
94,83,75,Yes
95,84,75,Yes
96,84,75,Yes
95,84,75,Yes
96,85,76,Yes
98,86,77,Yes
95,83,74,Yes
93,82,73,Yes
95,84,74,Yes
95,83,74,Yes
96,84,76,Yes
96,85,76,Yes
95,85,76,Yes
95,85,77,Yes
97,87,79,Yes
96,87,79,Yes
92,84,76,Yes
94,85,77,Yes
90,82,74,Yes
88,81,74,Yes
87,85,77,Yes
77,78,73,Yes
62,67,63,Yes
55,61,57,Yes
59,65,62,Yes
66,72,67,Yes
70,75,70,Yes
71,75,69,Yes
70,74,68,Yes
72,76,69,Yes
72,76,68,Yes
73,77,69,Yes
72,77,68,Yes
70,74,66,Yes
70,75,66,Yes
70,76,66,Yes
67,74,64,Yes
68,75,64,Yes
69,76,66,Yes
70,78,67,Yes
72,82,69,Yes
72,82,69,Yes
71,81,68,Yes
69,77,66,Yes
82,79,69,Yes
83,76,67,Yes
88,79,70,Yes
93,83,74,Yes
92,82,73,Yes
96,86,77,Yes
94,83,74,Yes
98,86,78,Yes
97,85,77,Yes
94,83,74,Yes
96,85,75,Yes
96,85,76,Yes
94,83,74,Yes
94,83,73,Yes
93,82,73,Yes
94,83,74,Yes
96,85,76,Yes
96,85,76,Yes
97,87,78,Yes
94,84,76,Yes
91,83,75,Yes
89,82,75,Yes
89,82,76,Yes
85,77,72,Yes
76,68,65,Yes
81,73,69,Yes
84,76,73,Yes
86,81,76,Yes
86,84,80,Yes
70,71,69,Yes
49,54,52,Yes
37,42,42,Yes
37,42,42,Yes
43,49,47,Yes
52,58,56,Yes
59,64,61,Yes
61,66,62,Yes
63,67,62,Yes
68,71,65,Yes
71,74,68,Yes
68,72,66,Yes
65,70,64,Yes
65,70,63,Yes
68,73,65,Yes
68,74,66,Yes
69,76,67,Yes
70,77,67,Yes
72,81,69,Yes
72,81,70,Yes
72,81,70,Yes
71,79,69,Yes
67,74,65,Yes
85,82,71,Yes
89,82,71,Yes
95,84,75,Yes
94,83,74,Yes
94,83,74,Yes
96,84,76,Yes
95,83,75,Yes
96,83,75,Yes
96,84,75,Yes
97,85,76,Yes
98,87,77,Yes
96,85,76,Yes
96,85,76,Yes
98,86,77,Yes
98,87,78,Yes
98,87,78,Yes
96,85,77,Yes
96,86,78,Yes
96,86,79,Yes
88,79,74,Yes
86,78,74,Yes
88,82,77,Yes
86,79,77,Yes
72,66,65,Yes
59,55,53,Yes
61,56,56,Yes
70,65,64,Yes
74,70,70,Yes
70,68,68,Yes
52,55,55,Yes
34,37,39,Yes
25,29,32,Yes
24,29,32,Yes
25,30,33,Yes
29,34,35,Yes
35,39,40,Yes
41,44,44,Yes
46,50,48,Yes
58,62,59,Yes
63,67,63,Yes
63,68,64,Yes
57,62,58,Yes
54,59,55,Yes
59,64,59,Yes
68,74,68,Yes
72,78,71,Yes
72,81,72,Yes
74,83,73,Yes
72,81,71,Yes
71,79,69,Yes
72,79,70,Yes
68,74,66,Yes
90,84,74,Yes
93,84,74,Yes
96,85,75,Yes
96,84,75,Yes
96,83,75,Yes
96,83,75,Yes
96,83,75,Yes
96,83,75,Yes
100,87,78,Yes
100,88,79,Yes
98,87,78,Yes
95,83,75,Yes
94,83,75,Yes
97,86,78,Yes
96,85,77,Yes
97,87,79,Yes
96,87,80,Yes
90,82,76,Yes
79,71,68,Yes
71,64,62,Yes
74,67,67,Yes
73,67,68,Yes
72,67,68,Yes
55,51,52,Yes
42,38,40,Yes
42,38,41,Yes
47,44,47,Yes
50,47,51,Yes
44,43,47,Yes
35,35,40,Yes
28,30,35,Yes
24,28,33,Yes
26,30,35,Yes
24,27,33,Yes
22,27,31,Yes
24,28,32,Yes
28,32,34,Yes
33,37,38,Yes
39,43,43,Yes
46,51,50,Yes
53,57,57,Yes
49,55,53,Yes
35,40,39,Yes
41,45,44,Yes
53,59,56,Yes
63,69,65,Yes
71,78,72,Yes
75,83,76,Yes
73,81,73,Yes
72,79,71,Yes
70,78,70,Yes
68,74,67,Yes
92,85,76,Yes
91,83,73,Yes
95,85,75,Yes
98,85,77,Yes
97,84,76,Yes
99,86,78,Yes
98,84,76,Yes
98,85,77,Yes
99,87,78,Yes
100,88,79,Yes
98,86,78,Yes
95,84,77,Yes
94,83,76,Yes
96,85,78,Yes
96,87,80,Yes
96,87,81,Yes
94,87,81,Yes
80,74,71,Yes
65,59,59,Yes
55,50,51,Yes
53,50,51,Yes
49,46,49,Yes
48,46,49,Yes
36,34,39,Yes
30,28,34,Yes
30,28,34,Yes
33,32,38,Yes
32,32,38,Yes
30,30,37,Yes
27,29,36,Yes
26,29,36,Yes
28,31,38,Yes
29,32,40,Yes
28,31,38,Yes
26,30,36,Yes
24,28,34,Yes
27,31,36,Yes
30,34,38,Yes
31,35,38,Yes
31,36,39,Yes
38,42,45,Yes
39,43,46,Yes
26,32,34,Yes
29,35,36,Yes
33,38,39,Yes
43,50,48,Yes
58,64,62,Yes
70,77,73,Yes
72,79,74,Yes
71,78,72,Yes
70,76,71,Yes
66,71,68,Yes
89,83,76,Yes
91,82,75,Yes
93,82,75,Yes
94,83,76,Yes
94,82,76,Yes
97,85,78,Yes
95,82,76,Yes
97,86,78,Yes
98,87,80,Yes
98,87,80,Yes
95,84,78,Yes
94,84,78,Yes
92,82,77,Yes
88,81,76,Yes
89,82,78,Yes
89,83,79,Yes
81,76,75,Yes
64,60,61,Yes
50,46,49,Yes
44,40,44,Yes
41,39,44,Yes
37,35,41,Yes
33,32,38,Yes
33,32,39,Yes
28,28,35,Yes
27,28,35,Yes
30,30,38,Yes
31,32,41,Yes
31,32,40,Yes
28,30,39,Yes
30,32,40,Yes
32,34,43,Yes
33,36,44,Yes
34,37,45,Yes
30,33,41,Yes
27,31,38,Yes
31,34,40,Yes
39,43,48,Yes
40,45,49,Yes
34,39,43,Yes
33,38,42,Yes
33,38,42,Yes
27,32,36,Yes
28,33,37,Yes
29,35,38,Yes
33,38,40,Yes
39,45,46,Yes
58,65,64,Yes
64,71,68,Yes
63,69,66,Yes
59,65,63,Yes
59,64,63,Yes
85,78,75,Yes
88,81,76,Yes
91,82,77,Yes
94,85,80,Yes
96,87,81,Yes
96,87,81,Yes
94,83,78,Yes
98,88,82,Yes
95,84,79,Yes
96,86,81,Yes
94,85,80,Yes
87,79,76,Yes
73,67,65,Yes
61,56,56,Yes
61,57,58,Yes
68,64,65,Yes
62,59,61,Yes
50,46,51,Yes
44,42,48,Yes
35,33,40,Yes
33,32,40,Yes
33,32,41,Yes
31,32,40,Yes
33,34,43,Yes
36,38,46,Yes
35,37,46,Yes
32,34,43,Yes
33,34,44,Yes
33,34,44,Yes
32,34,43,Yes
33,35,44,Yes
35,37,46,Yes
37,40,49,Yes
36,39,47,Yes
31,34,42,Yes
28,33,39,Yes
32,36,42,Yes
44,49,55,Yes
50,56,60,Yes
42,47,51,Yes
40,45,50,Yes
35,41,46,Yes
28,34,39,Yes
28,33,39,Yes
33,38,43,Yes
36,42,45,Yes
33,38,41,Yes
44,50,51,Yes
51,57,58,Yes
41,46,48,Yes
35,41,42,Yes
42,46,48,Yes
76,71,70,Yes
76,70,68,Yes
79,72,70,Yes
87,79,77,Yes
92,84,82,Yes
87,78,78,Yes
85,75,75,Yes
87,77,76,Yes
91,82,80,Yes
97,88,86,Yes
85,76,76,Yes
68,61,62,Yes
48,44,46,Yes
39,37,40,Yes
39,38,42,Yes
42,40,45,Yes
42,40,46,Yes
37,36,43,Yes
37,37,45,Yes
30,30,39,Yes
